"Player","#","Nation","Pos","Min","Gls","Ast","xG","xG-PK","xA","Sh","SoT","Fls","Fld","Crs","Tkl","Int","CrdY","CrdR","GA","Saves","Save%","Team","Time"
"Tanguy Ndombele",28,"FRA","MF",90,1,0,0,0,0.6,2,1,2,0,2,1,1,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday August 10, 2019"
"Oliver Skipp",29,"ENG","MF",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday August 10, 2019"
"Danny Rose",3,"ENG","DF,MF",90,0,0,0,0,0.3,0,0,3,2,6,0,0,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday August 10, 2019"
"Davinson S¨¢nchez",6,"COL","DF",90,0,0,0.5,0.5,0,2,1,0,0,0,1,1,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday August 10, 2019"
"Toby Alderweireld",4,"BEL","DF",90,0,0,0.1,0.1,0,2,0,1,0,0,1,1,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday August 10, 2019"
"Kyle Walker-Peters",16,"ENG","DF",90,0,0,0,0,0,1,0,1,3,4,3,0,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday August 10, 2019"
"Hugo Lloris",1,"FRA","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,75,"Tottenham Hotspur","Saturday August 10, 2019"
"Wesley Moraes",9,"BRA","FW",74,0,0,0,0,0,1,1,1,1,0,0,0,0,0,NA,NA,NA,"Aston Villa","Saturday August 10, 2019"
"Jonathan Kodjia",26,"CIV","FW",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Aston Villa","Saturday August 10, 2019"
"Anwar El Ghazi",21,"NED","FW,MF",90,0,0,0,0,0,2,1,3,1,3,0,1,0,0,NA,NA,NA,"Aston Villa","Saturday August 10, 2019"
"Jack Grealish",10,"ENG","MF",90,0,0,0,0,0.1,0,0,1,5,0,3,1,0,0,NA,NA,NA,"Aston Villa","Saturday August 10, 2019"
"John McGinn",7,"SCO","MF",90,1,0,0.2,0.2,0.2,2,1,2,2,0,5,1,0,0,NA,NA,NA,"Aston Villa","Saturday August 10, 2019"
"Tr¨¦z¨¦guet",17,"EGY","MF",59,0,0,0.4,0.4,0,2,1,1,2,3,1,0,0,0,NA,NA,NA,"Aston Villa","Saturday August 10, 2019"
"Jota",23,"ESP","MF",31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,"Aston Villa","Saturday August 10, 2019"
"Conor Hourihane",14,"IRL","MF",82,0,0,0,0,0,0,0,0,1,1,1,4,0,0,NA,NA,NA,"Aston Villa","Saturday August 10, 2019"
"Douglas Luiz",6,"BRA","MF",8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,"Aston Villa","Saturday August 10, 2019"
"Neil Taylor",3,"WAL","DF",90,0,0,0,0,0,0,0,0,0,0,2,1,0,0,NA,NA,NA,"Aston Villa","Saturday August 10, 2019"
"Tyrone Mings",40,"ENG","DF",90,0,1,0,0,0.2,0,0,0,0,0,0,2,0,0,NA,NA,NA,"Aston Villa","Saturday August 10, 2019"
"Bj<U+00F6>rn Engels",22,"BEL","DF",90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,"Aston Villa","Saturday August 10, 2019"
"Ahmed Elmohamady",27,"EGY","DF,MF",90,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,"Aston Villa","Saturday August 10, 2019"
"Tom Heaton",1,"ENG","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,50,"Aston Villa","Saturday August 10, 2019"
"Jamie Vardy",9,"ENG","FW",90,0,0,0,0,0,0,0,0,0,2,1,0,0,0,NA,NA,NA,"Leicester City","Sunday August 11, 2019"
"James Maddison",10,"ENG","MF",90,0,0,0.1,0.1,0.1,4,0,2,2,15,0,0,0,0,NA,NA,NA,"Leicester City","Sunday August 11, 2019"
"Hamza Choudhury",20,"ENG","MF",61,0,0,0,0,0,1,0,0,1,0,1,1,0,0,NA,NA,NA,"Leicester City","Sunday August 11, 2019"
"Harvey Barnes",15,"ENG","MF",29,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,"Leicester City","Sunday August 11, 2019"
"Youri Tielemans",8,"BEL","MF",90,0,0,0.1,0.1,0.1,2,0,0,1,2,0,0,0,0,NA,NA,NA,"Leicester City","Sunday August 11, 2019"
"Ayoze P¨¦rez",17,"ESP","FW",76,0,0,0,0,0,1,0,0,2,3,1,0,0,0,NA,NA,NA,"Leicester City","Sunday August 11, 2019"
"Marc Albrighton",11,"ENG","MF",14,0,0,0.1,0.1,0,2,0,0,0,2,0,0,0,0,NA,NA,NA,"Leicester City","Sunday August 11, 2019"
"Wilfred Ndidi",25,"NGA","DF",90,0,0,0.1,0.1,0,1,0,1,1,0,2,5,0,0,NA,NA,NA,"Leicester City","Sunday August 11, 2019"
"Ben Chilwell",3,"ENG","DF",90,0,0,0,0,0.1,1,0,0,0,3,0,1,0,0,NA,NA,NA,"Leicester City","Sunday August 11, 2019"
"<U+00C7>a<U+011F>lar S<U+00F6>y¨¹nc¨¹",4,"TUR","DF",90,0,0,0.1,0.1,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,"Leicester City","Sunday August 11, 2019"
"Jonny Evans",6,"NIR","DF",90,0,0,0.2,0.2,0,1,0,0,0,1,3,1,0,0,NA,NA,NA,"Leicester City","Sunday August 11, 2019"
"Ricardo Pereira",21,"POR","DF,FW,MF",90,0,0,0,0,0,1,0,0,4,1,4,0,0,0,NA,NA,NA,"Leicester City","Sunday August 11, 2019"
"Kasper Schmeichel",1,"DEN","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,"Leicester City","Sunday August 11, 2019"
"Diogo Jota",18,"POR","MF",76,0,0,0.2,0.2,0.1,3,0,2,0,0,0,0,0,0,NA,NA,NA,"Wolverhampton Wanderers","Sunday August 11, 2019"
"Patrick Cutrone",10,"ITA","FW",14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,"Wolverhampton Wanderers","Sunday August 11, 2019"
"Ra¨²l Jim¨¦nez",9,"MEX","FW",90,0,0,0.2,0.2,0,2,2,1,0,0,0,2,0,0,NA,NA,NA,"Wolverhampton Wanderers","Sunday August 11, 2019"
"Jonny Castro",19,"ESP","DF",90,0,0,0,0,0,0,0,1,0,1,2,1,1,0,NA,NA,NA,"Wolverhampton Wanderers","Sunday August 11, 2019"
"Jo<U+00E3>o Moutinho",28,"POR","MF",90,0,0,0,0,0.1,0,0,1,0,3,3,0,0,0,NA,NA,NA,"Wolverhampton Wanderers","Sunday August 11, 2019"
"R¨²ben Neves",8,"POR","MF",81,0,0,0,0,0.2,0,0,0,2,1,2,0,1,0,NA,NA,NA,"Wolverhampton Wanderers","Sunday August 11, 2019"
"Romain Sa<U+00EF>ss",27,"MAR","DF",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Wolverhampton Wanderers","Sunday August 11, 2019"
"Leander Dendoncker",32,"BEL","MF",90,0,0,0.2,0.2,0.1,2,0,0,0,1,1,1,0,0,NA,NA,NA,"Wolverhampton Wanderers","Sunday August 11, 2019"
"Matt Doherty",2,"IRL","DF",90,0,0,0,0,0,0,0,4,1,0,1,0,0,0,NA,NA,NA,"Wolverhampton Wanderers","Sunday August 11, 2019"
"Willy Boly",15,"FRA","DF",90,0,0,0,0,0,0,0,2,0,0,3,1,0,0,NA,NA,NA,"Wolverhampton Wanderers","Sunday August 11, 2019"
"Conor Coady",16,"ENG","DF,MF",90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,"Wolverhampton Wanderers","Sunday August 11, 2019"
"Ryan Bennett",5,"ENG","DF",90,0,0,0,0,0,1,0,0,0,0,1,4,0,0,NA,NA,NA,"Wolverhampton Wanderers","Sunday August 11, 2019"
"Rui Patr¨ªcio",11,"POR","GK",90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,"Wolverhampton Wanderers","Sunday August 11, 2019"
"Joelinton",9,"BRA","FW",90,0,0,0.3,0.3,0,3,1,0,0,0,1,1,0,0,NA,NA,NA,"Newcastle United","Sunday August 11, 2019"
"Miguel Almir¨®n",24,"PAR","MF",90,0,0,0.1,0.1,0,2,0,1,2,2,0,0,1,0,NA,NA,NA,"Newcastle United","Sunday August 11, 2019"
"Matt Ritchie",11,"SCO","MF",90,0,0,0,0,0.1,0,0,1,1,6,1,2,0,0,NA,NA,NA,"Newcastle United","Sunday August 11, 2019"
"Sean Longstaff",36,"ENG","MF",67,0,0,0,0,0,0,0,1,0,0,2,0,0,0,NA,NA,NA,"Newcastle United","Sunday August 11, 2019"
"Allan Saint-Maximin",10,"FRA","FW,MF",23,0,0,0,0,0,1,1,1,0,1,0,0,0,0,NA,NA,NA,"Newcastle United","Sunday August 11, 2019"
"Jonjo Shelvey",8,"ENG","MF",54,0,0,0.1,0.1,0,2,0,0,0,2,1,0,0,0,NA,NA,NA,"Newcastle United","Sunday August 11, 2019"
"Jetro Willems",15,"NED","DF",36,0,0,0,0,0,0,0,0,1,1,1,0,0,0,NA,NA,NA,"Newcastle United","Sunday August 11, 2019"
"Isaac Hayden",14,"ENG","DF",90,0,0,0,0,0.1,0,0,1,2,0,3,3,0,0,NA,NA,NA,"Newcastle United","Sunday August 11, 2019"
"Javier Manquillo",19,"ESP","DF",90,0,0,0,0,0,0,0,2,0,2,1,2,0,0,NA,NA,NA,"Newcastle United","Sunday August 11, 2019"
"Paul Dummett",3,"WAL","DF",90,0,0,0,0,0,0,0,0,0,1,6,0,0,0,NA,NA,NA,"Newcastle United","Sunday August 11, 2019"
"Jamaal Lascelles",6,"ENG","DF",90,0,0,0,0,0.1,0,0,2,0,0,0,2,0,0,NA,NA,NA,"Newcastle United","Sunday August 11, 2019"
"Fabian Sch<U+00E4>r",5,"SUI","DF",90,0,0,0,0,0,1,0,3,1,0,2,7,0,0,NA,NA,NA,"Newcastle United","Sunday August 11, 2019"
"Martin D¨²bravka",1,"SVK","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,"Newcastle United","Sunday August 11, 2019"
"Pierre-Emerick Aubameyang",14,"GAB","FW,MF",90,1,0,0.7,0.7,0,4,2,0,0,3,0,0,0,0,NA,NA,NA,"Arsenal","Sunday August 11, 2019"
"Reiss Nelson",24,"ENG","MF",71,0,0,0,0,0,0,0,1,1,2,0,0,1,0,NA,NA,NA,"Arsenal","Sunday August 11, 2019"
"Nicolas P¨¦p¨¦",19,"CIV","FW",19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,"Arsenal","Sunday August 11, 2019"
"Joe Willock",28,"ENG","MF",64,0,0,0,0,0,1,0,0,3,0,1,0,0,0,NA,NA,NA,"Arsenal","Sunday August 11, 2019"
"Dani Ceballos",8,"ESP","MF",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Arsenal","Sunday August 11, 2019"
"Henrikh Mkhitaryan",7,"ARM","FW,MF",84,0,0,0.2,0.2,0.1,1,0,1,2,3,0,0,1,0,NA,NA,NA,"Arsenal","Sunday August 11, 2019"
"Martinelli",35,"BRA","MF",6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,"Arsenal","Sunday August 11, 2019"
"Granit Xhaka",34,"SUI","MF",90,0,0,0,0,0.1,2,0,1,2,0,2,0,1,0,NA,NA,NA,"Arsenal","Sunday August 11, 2019"
"Matt¨¦o Guendouzi",29,"FRA","MF",90,0,0,0,0,0.1,0,0,1,0,0,1,2,0,0,NA,NA,NA,"Arsenal","Sunday August 11, 2019"
"Nacho Monreal",18,"ESP","DF",90,0,0,0,0,0.2,0,0,1,0,1,1,1,0,0,NA,NA,NA,"Arsenal","Sunday August 11, 2019"
"Sokratis Papastathopoulos",5,"GRE","DF",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Arsenal","Sunday August 11, 2019"
"Calum Chambers",21,"ENG","DF",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Arsenal","Sunday August 11, 2019"
"Ainsley Maitland-Niles",15,"ENG","FW,MF",90,0,1,0,0,0.4,0,0,1,2,0,1,3,0,0,NA,NA,NA,"Arsenal","Sunday August 11, 2019"
"Bernd Leno",1,"GER","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,"Arsenal","Sunday August 11, 2019"
"Anthony Martial",9,"FRA","FW",90,1,0,0.7,0.7,0.1,4,2,3,1,2,0,0,1,0,NA,NA,NA,"Manchester United","Sunday August 11, 2019"
"Marcus Rashford",10,"ENG","FW",86,2,0,1.2,0.5,0,4,2,1,3,1,0,0,0,0,NA,NA,NA,"Manchester United","Sunday August 11, 2019"
"Mason Greenwood",26,"ENG","MF",4,0,0,0.1,0.1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,"Manchester United","Sunday August 11, 2019"
"Andreas Pereira",15,"BRA","MF",74,0,1,0,0,0.6,0,0,1,1,4,2,0,0,0,NA,NA,NA,"Manchester United","Sunday August 11, 2019"
"Daniel James",21,"WAL","MF",16,1,0,0.3,0.3,0,1,1,0,2,2,0,0,0,0,NA,NA,NA,"Manchester United","Sunday August 11, 2019"
"Jesse Lingard",14,"ENG","FW,MF",86,0,0,0,0,0.1,0,0,4,1,0,0,0,1,0,NA,NA,NA,"Manchester United","Sunday August 11, 2019"
"Juan Mata",8,"ESP","FW,MF",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Manchester United","Sunday August 11, 2019"
"Paul Pogba",6,"FRA","MF",90,0,2,0.1,0.1,0.8,1,0,2,0,1,1,0,0,0,NA,NA,NA,"Manchester United","Sunday August 11, 2019"
"Scott McTominay",39,"SCO","MF",90,0,0,0,0,0,0,0,3,3,0,2,2,0,0,NA,NA,NA,"Manchester United","Sunday August 11, 2019"
"Luke Shaw",23,"ENG","DF,MF",90,0,0,0,0,0,0,0,1,0,0,1,1,0,0,NA,NA,NA,"Manchester United","Sunday August 11, 2019"
"Victor Lindel<U+00F6>f",2,"SWE","DF",90,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,"Manchester United","Sunday August 11, 2019"
"Harry Maguire",5,"ENG","DF",90,0,0,0,0,0.1,0,0,0,1,0,0,4,0,0,NA,NA,NA,"Manchester United","Sunday August 11, 2019"
"Aaron Wan-Bissaka",29,"ENG","DF",90,0,0,0,0,0.1,0,0,0,0,4,4,3,0,0,NA,NA,NA,"Manchester United","Sunday August 11, 2019"
"David de Gea",1,"ESP","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,100,"Manchester United","Sunday August 11, 2019"
"Tammy Abraham",9,"ENG","FW",66,0,0,0.1,0.1,0,2,0,3,0,0,1,0,1,0,NA,NA,NA,"Chelsea","Sunday August 11, 2019"
"Olivier Giroud",18,"FRA","FW",24,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,"Chelsea","Sunday August 11, 2019"
"Ross Barkley",8,"ENG","MF",58,0,0,0.1,0.1,0,2,1,0,0,0,0,0,0,0,NA,NA,NA,"Chelsea","Sunday August 11, 2019"
"Christian Pulisic",22,"USA","MF",32,0,0,0,0,0,1,0,0,1,2,0,0,0,0,NA,NA,NA,"Chelsea","Sunday August 11, 2019"
"Mason Mount",19,"ENG","MF",90,0,0,0.1,0.1,0.2,2,2,1,0,7,1,0,0,0,NA,NA,NA,"Chelsea","Sunday August 11, 2019"
"Pedro",11,"ESP","FW,MF",90,0,0,0.1,0.1,0.2,4,1,0,2,2,0,3,0,0,NA,NA,NA,"Chelsea","Sunday August 11, 2019"
"Mateo Kova<U+010D>i<U+0107>",17,"CRO","MF",90,0,0,0,0,0.1,0,0,0,4,0,1,0,0,0,NA,NA,NA,"Chelsea","Sunday August 11, 2019"
"Jorginho",5,"ITA","MF",73,0,0,0,0,0,1,0,1,1,0,1,3,1,0,NA,NA,NA,"Chelsea","Sunday August 11, 2019"
"N'Golo Kant¨¦",7,"FRA","MF",17,0,0,0,0,0,0,0,1,0,0,1,0,1,0,NA,NA,NA,"Chelsea","Sunday August 11, 2019"
"Emerson Palmieri",33,"ITA","DF",90,0,0,0.2,0.2,0,4,3,1,2,3,1,3,0,0,NA,NA,NA,"Chelsea","Sunday August 11, 2019"
"Kurt Zouma",15,"FRA","DF",90,0,0,0.1,0.1,0,2,0,2,3,0,0,2,1,0,NA,NA,NA,"Chelsea","Sunday August 11, 2019"
"Andreas Christensen",4,"DEN","DF",90,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,"Chelsea","Sunday August 11, 2019"
"C¨¦sar Azpilicueta",28,"ESP","DF",90,0,0,0,0,0,0,0,3,0,5,2,2,0,0,NA,NA,NA,"Chelsea","Sunday August 11, 2019"
"Kepa Arrizabalaga",1,"ESP","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,20,"Chelsea","Sunday August 11, 2019"
"Alexandre Lacazette",9,"FRA","FW",71,1,0,0.3,0.3,0,3,2,0,0,0,0,0,0,0,NA,NA,NA,"Arsenal","Saturday August 17, 2019"
"Sead Kola<U+0161>inac",31,"BIH","DF,MF",19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,"Arsenal","Saturday August 17, 2019"
"Reiss Nelson",24,"ENG","MF",45,0,0,0.1,0.1,0,2,1,2,0,1,0,0,0,0,NA,NA,NA,"Arsenal","Saturday August 17, 2019"
"Nicolas P¨¦p¨¦",19,"CIV","FW",45,0,0,0.1,0.1,0.2,1,1,0,0,2,1,0,0,0,NA,NA,NA,"Arsenal","Saturday August 17, 2019"
"Dani Ceballos",8,"ESP","MF",83,0,2,0.1,0.1,0.2,3,1,2,3,5,2,0,0,0,NA,NA,NA,"Arsenal","Saturday August 17, 2019"
"Lucas Torreira",11,"URU","MF",7,0,0,0.1,0.1,0,1,1,1,2,0,0,0,0,0,NA,NA,NA,"Arsenal","Saturday August 17, 2019"
"Pierre-Emerick Aubameyang",14,"GAB","FW,MF",90,1,0,0.2,0.2,0,3,2,0,0,4,0,0,1,0,NA,NA,NA,"Arsenal","Saturday August 17, 2019"
"Matt¨¦o Guendouzi",29,"FRA","MF",90,0,0,0.1,0.1,0,1,1,0,2,0,1,4,0,0,NA,NA,NA,"Arsenal","Saturday August 17, 2019"
"Joe Willock",28,"ENG","MF",90,0,0,0,0,0.1,1,0,3,0,1,0,1,0,0,NA,NA,NA,"Arsenal","Saturday August 17, 2019"
"Nacho Monreal",18,"ESP","DF",90,0,0,0,0,0.1,0,0,0,0,2,0,0,0,0,NA,NA,NA,"Arsenal","Saturday August 17, 2019"
"David Luiz",23,"BRA","DF,MF",90,0,0,0,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,"Arsenal","Saturday August 17, 2019"
"Sokratis Papastathopoulos",5,"GRE","DF",90,0,0,0,0,0.2,0,0,1,0,0,1,2,0,0,NA,NA,NA,"Arsenal","Saturday August 17, 2019"
"Ainsley Maitland-Niles",15,"ENG","FW,MF",90,0,0,0,0,0.1,1,0,3,1,2,2,3,0,0,NA,NA,NA,"Arsenal","Saturday August 17, 2019"
"Bernd Leno",1,"GER","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,75,"Arsenal","Saturday August 17, 2019"
"Ashley Barnes",10,"AUT","FW",90,1,0,0.6,0.6,0,5,3,2,3,0,0,1,1,0,NA,NA,NA,"Burnley","Saturday August 17, 2019"
"Chris Wood",9,"NZL","FW",61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Burnley","Saturday August 17, 2019"
"Jay Rodriguez",19,"ENG","FW",29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,"Burnley","Saturday August 17, 2019"
"Dwight McNeil",11,"ENG","MF",90,0,0,0.2,0.2,0.1,4,0,2,2,8,2,0,0,0,NA,NA,NA,"Burnley","Saturday August 17, 2019"
"Jack Cork",4,"ENG","DF,MF",90,0,0,0.1,0.1,0,2,1,1,2,0,0,4,0,0,NA,NA,NA,"Burnley","Saturday August 17, 2019"
"Ashley Westwood",18,"ENG","MF",90,0,0,0.1,0.1,0,1,0,2,1,3,1,0,0,0,NA,NA,NA,"Burnley","Saturday August 17, 2019"
"J¨®hann Berg Guemundsson",7,"ISL","FW,MF",72,0,0,0,0,0.3,0,0,0,0,9,0,0,0,0,NA,NA,NA,"Burnley","Saturday August 17, 2019"
"Aaron Lennon",25,"ENG","FW,MF",18,0,0,0,0,0,0,0,1,1,0,1,0,0,0,NA,NA,NA,"Burnley","Saturday August 17, 2019"
"Erik Pieters",23,"NED","DF",90,0,0,0,0,0,1,0,1,1,2,6,0,0,0,NA,NA,NA,"Burnley","Saturday August 17, 2019"
"Ben Mee",6,"ENG","DF",90,0,0,0.1,0.1,0.1,2,1,1,0,0,0,1,0,0,NA,NA,NA,"Burnley","Saturday August 17, 2019"
"James Tarkowski",5,"ENG","DF",90,0,0,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,"Burnley","Saturday August 17, 2019"
"Matthew Lowton",2,"ENG","DF",90,0,0,0,0,0,1,0,1,0,8,2,0,0,0,NA,NA,NA,"Burnley","Saturday August 17, 2019"
"Nick Pope",1,"ENG","GK",90,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,2,7,77.8,"Burnley","Saturday August 17, 2019"
"Teemu Pukki",22,"FIN","FW",90,3,0,1.2,1.2,0.1,7,6,0,0,2,1,0,0,0,NA,NA,NA,"Norwich City","Saturday August 17, 2019"
"Emiliano Buend¨ªa",17,"ARG","FW",90,0,0,0.1,0.1,0.2,1,0,1,1,11,0,0,0,0,NA,NA,NA,"Norwich City","Saturday August 17, 2019"
"Marco Stiepermann",18,"GER","FW,MF",84,0,0,0.1,0.1,0.1,2,1,2,2,0,1,1,0,0,NA,NA,NA,"Norwich City","Saturday August 17, 2019"
"Mario Vran<U+010D>i<U+0107>",8,"BIH","MF",6,0,0,0.1,0.1,0.1,1,0,0,0,0,0,0,0,0,NA,NA,NA,"Norwich City","Saturday August 17, 2019"
"Todd Cantwell",14,"ENG","",90,0,2,0.1,0.1,0.8,1,1,2,1,0,0,0,0,0,NA,NA,NA,"Norwich City","Saturday August 17, 2019"
"Moritz Leitner",10,"GER","MF",90,0,0,0,0,0,0,0,0,2,0,2,0,0,0,NA,NA,NA,"Norwich City","Saturday August 17, 2019"
"Tom Trybull",19,"GER","DF,MF",87,0,0,0.1,0.1,0.1,1,0,1,1,0,4,2,0,0,NA,NA,NA,"Norwich City","Saturday August 17, 2019"
"Alexander Tettey",27,"NOR","MF",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Norwich City","Saturday August 17, 2019"
"Jamal Lewis",12,"NIR","",90,0,0,0,0,0,0,0,0,0,1,1,2,0,0,NA,NA,NA,"Norwich City","Saturday August 17, 2019"
"Sam Byram",3,"ENG","DF,MF",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Norwich City","Saturday August 17, 2019"
"Ben Godfrey",4,"ENG","MF",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Norwich City","Saturday August 17, 2019"
"Grant Hanley",5,"SCO","DF",90,0,0,0,0,0,1,0,1,1,0,1,1,0,0,NA,NA,NA,"Norwich City","Saturday August 17, 2019"
"Max Aarons",2,"ENG","MF",90,0,0,0.1,0.1,0.2,1,0,2,3,1,0,0,1,0,NA,NA,NA,"Norwich City","Saturday August 17, 2019"
"Tim Krul",1,"NED","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,66.7,"Norwich City","Saturday August 17, 2019"
"Joelinton",9,"BRA","FW",67,0,0,0.1,0.1,0,2,0,2,1,0,3,0,1,0,NA,NA,NA,"Newcastle United","Saturday August 17, 2019"
"Yoshinori Mut¨­",13,"JPN","MF",23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,"Newcastle United","Saturday August 17, 2019"
"Miguel Almir¨®n",24,"PAR","MF",90,0,0,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,"Newcastle United","Saturday August 17, 2019"
"Matt Ritchie",11,"SCO","MF",90,0,0,0.1,0.1,0.2,3,1,3,2,12,2,2,0,0,NA,NA,NA,"Newcastle United","Saturday August 17, 2019"
"Ki Sung-yueng",4,"KOR","MF",74,0,0,0,0,0.1,0,0,0,1,1,0,0,0,0,NA,NA,NA,"Newcastle United","Saturday August 17, 2019"
"Sean Longstaff",36,"ENG","MF",16,0,1,0,0,0.1,0,0,1,0,0,0,1,1,0,NA,NA,NA,"Newcastle United","Saturday August 17, 2019"
"Jonjo Shelvey",8,"ENG","MF",90,1,0,0.1,0.1,0.1,1,1,0,1,2,0,0,0,0,NA,NA,NA,"Newcastle United","Saturday August 17, 2019"
"Isaac Hayden",14,"ENG","DF",90,0,0,0,0,0.1,1,0,0,1,3,2,0,0,0,NA,NA,NA,"Newcastle United","Saturday August 17, 2019"
"Emil Krafth",17,"SWE","DF",90,0,0,0.2,0.2,0,1,0,0,1,3,1,1,0,0,NA,NA,NA,"Newcastle United","Saturday August 17, 2019"
"Paul Dummett",3,"WAL","DF",90,0,0,0.1,0.1,0,0,0,1,0,0,0,2,1,0,NA,NA,NA,"Newcastle United","Saturday August 17, 2019"
"Jamaal Lascelles",6,"ENG","DF",90,0,0,0.1,0.1,0,0,0,1,0,0,0,2,0,0,NA,NA,NA,"Newcastle United","Saturday August 17, 2019"
"Fabian Sch<U+00E4>r",5,"SUI","DF",90,0,0,0,0,0,1,1,2,1,0,2,2,0,0,NA,NA,NA,"Newcastle United","Saturday August 17, 2019"
"Martin D¨²bravka",1,"SVK","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,62.5,"Newcastle United","Saturday August 17, 2019"
"Glenn Murray",17,"ENG","FW",74,0,0,0.3,0.3,0.3,1,0,2,2,0,0,0,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday August 17, 2019"
"Florin Andone",10,"ROU","FW",16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday August 17, 2019"
"Leandro Trossard",11,"BEL","FW",85,1,0,0.5,0.5,0,4,1,1,0,1,1,0,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday August 17, 2019"
"Aaron Mooy",18,"AUS","MF",5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday August 17, 2019"
"Pascal Gro<U+00DF>",13,"GER","MF",67,0,0,0.1,0.1,0.6,1,0,1,0,5,1,0,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday August 17, 2019"
"Neal Maupay",7,"FRA","FW,MF",23,0,0,0.3,0.3,0,2,0,0,1,1,1,0,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday August 17, 2019"
"Solly March",20,"ENG","MF",90,0,0,0,0,0.1,1,1,0,2,8,0,0,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday August 17, 2019"
"Dale Stephens",6,"ENG","MF",90,0,0,0,0,0,2,1,1,1,0,0,2,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday August 17, 2019"
"Davy Pr<U+00F6>pper",24,"NED","MF",90,0,0,0.2,0.2,0.1,1,1,3,0,1,1,2,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday August 17, 2019"
"Mart¨ªn Montoya",22,"ESP","DF",90,0,0,0,0,0.2,0,0,2,2,4,1,0,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday August 17, 2019"
